
metadata
ID,name,desc,time,keywords,minlat,minlon,maxlat,maxlon,
1,,,2023-11-06T21:58:13Z,,-33.7468639947474,151.12133698537946,-33.698417013511062,151.16755798459053,

author
ID,name,email,

copyright
year,license,author,

link
metadataID,authorID,wptID,rteptID,trkptID,rteID,trkID,text,type,href,
1,,,,,,,"Garmin International",,http://www.garmin.com,

rte
ID,name,cmt,desc,src,number,type,IsAutoNamed,DisplayColor,TransportationMode,TripName,Date,DayNumber,

rtept
ID,rteID,lat,lon,ele,time,magvar,geoidheight,name,cmt,desc,src,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid,DepartureTime,StopDuration,ArrivalTime,CalculationMode,ElevationMode,NamedRoad_Name,NamedRoad_Id,NamedRoad_ProductId,TransportationMode,

wpt
ID,lat,lon,ele,time,magvar,geoidheight,name,cmt,desc,src,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid,Proximity,Temperature,Depth,DisplayMode,Samples,Expiration,CreationTime,
11,-33.746439032256603,151.1219219584018,117.708237,2023-10-13T00:58:01Z,,,"021",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2023-10-13T00:58:01Z,
12,-33.74662896618247,151.12175700254738,115.760834,2023-10-13T02:42:04Z,,,"022",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2023-10-13T02:42:04Z,
13,-33.746524024754763,151.12179203890264,120.251778,2023-10-13T02:53:44Z,,,"023",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2023-10-13T02:53:44Z,
14,-33.746442971751094,151.12184601835907,120.035965,2023-10-13T03:01:41Z,,,"024",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2023-10-13T03:01:41Z,
15,-33.74645596370101,151.12191801890731,118.43472300000001,2023-10-13T03:11:01Z,,,"025",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2023-10-13T03:11:01Z,
16,-33.746272986754775,151.12193201668561,115.25093099999999,2023-10-13T03:18:15Z,,,"026",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2023-10-13T03:18:15Z,
17,-33.746151030063629,151.12195397727191,118.735748,2023-10-13T03:25:42Z,,,"027",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2023-10-13T03:25:42Z,
18,-33.746676994487643,151.12155298702419,119.002838,2023-10-13T03:48:27Z,,,"028",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2023-10-13T03:48:27Z,
19,-33.7465859670192,151.12161601893604,122.487015,2023-10-13T03:56:01Z,,,"029",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2023-10-13T03:56:01Z,
20,-33.746509021148086,151.12162498757243,125.294235,2023-10-13T04:04:29Z,,,"030",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2023-10-13T04:04:29Z,
21,-33.74645596370101,151.12163001671433,124.111763,2023-10-13T04:15:40Z,,,"031",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2023-10-13T04:15:40Z,
22,-33.746366025879979,151.12177100032568,118.002792,2023-10-13T04:21:19Z,,,"032",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2023-10-13T04:21:19Z,
23,-33.746258988976479,151.12182699143887,114.049706,2023-10-13T04:30:56Z,,,"033",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2023-10-13T04:30:56Z,
24,-33.740803962573409,151.13114004023373,144.28216599999999,2023-10-30T22:34:53Z,,,"034",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2023-10-30T22:34:53Z,
25,-33.740817960351706,151.13103702664375,149.337051,2023-10-30T22:45:04Z,,,"035",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2023-10-30T22:45:04Z,
26,-33.74084796756506,151.13098598085344,142.5215,2023-10-30T22:48:29Z,,,"036",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2023-10-30T22:48:29Z,
27,-33.740916028618813,151.1309190094471,140.10232500000001,2023-10-30T22:58:51Z,,,"037",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2023-10-30T22:58:51Z,
28,-33.740918040275574,151.13084097392857,143.396423,2023-10-30T23:05:41Z,,,"038",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2023-10-30T23:05:41Z,
29,-33.740920973941684,151.13062899559736,149.316711,2023-10-30T23:10:01Z,,,"039",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2023-10-30T23:10:01Z,
30,-33.740930026397109,151.13122402690351,138.23333700000001,2023-10-30T23:27:56Z,,,"040",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2023-10-30T23:27:56Z,
31,-33.740941006690264,151.13110299222171,134.138138,2023-10-30T23:34:51Z,,,"041",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2023-10-30T23:34:51Z,
32,-33.740942012518644,151.13101799972355,138.72318999999999,2023-10-30T23:43:06Z,,,"042",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2023-10-30T23:43:06Z,
33,-33.741021975874901,151.13092697225511,136.125336,2023-10-30T23:53:53Z,,,"043",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2023-10-30T23:53:53Z,
34,-33.741046031937003,151.13083301112056,142.18656899999999,2023-10-31T00:00:18Z,,,"044",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2023-10-31T00:00:18Z,
35,-33.74116899445653,151.13066797144711,144.44177199999999,2023-10-31T00:07:04Z,,,"045",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2023-10-31T00:07:04Z,
36,-33.741095988079906,151.13123903051019,133.59835799999999,2023-10-31T00:14:35Z,,,"046",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2023-10-31T00:14:35Z,
37,-33.741133958101273,151.13112797029316,132.80502300000001,2023-10-31T00:28:33Z,,,"047",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2023-10-31T00:28:33Z,
38,-33.741167988628149,151.13108203746378,127.586617,2023-10-31T00:38:48Z,,,"048",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2023-10-31T00:38:48Z,
39,-33.741185003891587,151.13095203414559,138.55470299999999,2023-10-31T00:43:16Z,,,"049",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2023-10-31T00:43:16Z,
40,-33.741249963641167,151.13081297837198,137.806274,2023-10-31T00:51:10Z,,,"050",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2023-10-31T00:51:10Z,
41,-33.741258010268211,151.1307429894805,145.000381,2023-10-31T00:56:47Z,,,"051",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2023-10-31T00:56:47Z,
42,-33.741291034966707,151.13097298890352,163.94056699999999,2023-10-31T03:06:07Z,,,"052",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2023-10-31T03:06:07Z,
43,-33.741360018029809,151.13088296726346,137.857574,2023-10-31T03:10:13Z,,,"053",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2023-10-31T03:10:13Z,
44,-33.741370998322964,151.13076503388584,135.57504299999999,2023-10-31T03:24:35Z,,,"054",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2023-10-31T03:24:35Z,
45,-33.741430006921291,151.13063997589052,132.51843299999999,2023-10-31T03:24:52Z,,,"055",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2023-10-31T03:24:52Z,
46,-33.741463031619787,151.13056998699903,130.32003800000001,2023-10-31T03:33:33Z,,,"056",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2023-10-31T03:33:33Z,
47,-33.741495972499251,151.13047803752124,126.676025,2023-10-31T03:36:59Z,,,"057",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2023-10-31T03:36:59Z,
48,-33.700083000585437,151.16529000923038,163.18933100000001,2023-11-02T22:58:01Z,,,"058",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2023-11-02T22:58:01Z,
49,-33.699987027794123,151.16535203531384,170.38563500000001,2023-11-02T23:02:05Z,,,"059",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2023-11-02T23:02:05Z,
50,-33.69985300116241,151.16534197703004,179.716995,2023-11-02T23:12:58Z,,,"060",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2023-11-02T23:12:58Z,
51,-33.699760967865586,151.16546804085374,170.87792999999999,2023-11-02T23:15:33Z,,,"061",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2023-11-02T23:15:33Z,
52,-33.699701959267259,151.16545697674155,177.26239000000001,2023-11-02T23:21:02Z,,,"062",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2023-11-02T23:21:02Z,
53,-33.699644962325692,151.16552302613854,172.89424099999999,2023-11-02T23:25:49Z,,,"063",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2023-11-02T23:25:49Z,
54,-33.699714029207826,151.16489203646779,164.59457399999999,2023-11-02T23:43:46Z,,,"064",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2023-11-02T23:43:46Z,
55,-33.699679998680949,151.16493604145944,172.47827100000001,2023-11-02T23:50:02Z,,,"065",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2023-11-02T23:50:02Z,
56,-33.699601963162422,151.16501399315894,160.18931599999999,2023-11-02T23:57:26Z,,,"066",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2023-11-02T23:57:26Z,
57,-33.699541026726365,151.16518096067011,170.73822000000001,2023-11-03T00:02:26Z,,,"067",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2023-11-03T00:02:26Z,
58,-33.699495010077953,151.16522102616727,174.622513,2023-11-03T00:06:03Z,,,"068",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2023-11-03T00:06:03Z,
59,-33.699471037834883,151.16529202088714,169.013565,2023-11-03T00:10:51Z,,,"069",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2023-11-03T00:10:51Z,
60,-33.698876006528735,151.16564297117293,165.51928699999999,2023-11-03T00:38:23Z,,,"070",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2023-11-03T00:38:23Z,
61,-33.698844993487,151.16572896949947,167.48928799999999,2023-11-03T00:47:26Z,,,"071",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2023-11-03T00:47:26Z,
62,-33.698775004595518,151.16581798531115,163.843842,2023-11-03T00:49:15Z,,,"072",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2023-11-03T00:49:15Z,
63,-33.698682971298695,151.16595201194286,163.211456,2023-11-03T00:55:35Z,,,"073",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2023-11-03T00:55:35Z,
64,-33.698620023205876,151.16597296670079,167.150543,2023-11-03T00:58:00Z,,,"074",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2023-11-03T00:58:00Z,
65,-33.698584986850619,151.16600397974253,167.607651,2023-11-03T01:05:36Z,,,"075",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2023-11-03T01:05:36Z,
66,-33.698417013511062,151.16754197515547,156.581436,2023-11-03T02:05:04Z,,,"076",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2023-11-03T02:05:04Z,
67,-33.69849999435246,151.16755798459053,157.93519599999999,2023-11-03T02:05:17Z,,,"077",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2023-11-03T02:05:17Z,
68,-33.698579035699368,151.16755396127701,156.66731300000001,2023-11-03T02:05:28Z,,,"078",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2023-11-03T02:05:28Z,
69,-33.69867299683392,151.16754398681223,157.90660099999999,2023-11-03T02:05:46Z,,,"079",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2023-11-03T02:05:46Z,
70,-33.698769975453615,151.16754499264061,157.19136,2023-11-03T02:06:02Z,,,"080",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2023-11-03T02:06:02Z,
71,-33.698851028457284,151.16755203343928,156.47186300000001,2023-11-03T02:06:13Z,,,"081",,,,"Flag, Blue","user",,,,,,,,,,,SymbolAndName,,,2023-11-03T02:06:13Z,

Address
wptID,StreetAddress1,StreetAddress2,City,State,Country,PostalCode,

PhoneNumber
wptID,Category,value,

Categories
wptID,Category,

trk
ID,name,cmt,desc,src,number,type,DisplayColor,

trkseg
ID,trkID,

trkpt
ID,trksegID,lat,lon,ele,time,magvar,geoidheight,name,cmt,desc,src,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid,Temperature,Depth,wtemp,hr,cad,
